pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
210883	7-297-d	analpatva	analpatva	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	41	
210884	7-297-d	anavakarRita	anavakarṇita	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		0	0	44	
210885	7-297-d	anavakASika	anavakāśika	nearform0.86		anASvAsika		anASvAsika	near-form-needs-eyes	2	sch;stc	0		0	0	129	
210886	7-297-d	anavakASin	anavakāśin	nearform0.86		aBrAvakASin		aBrAvakASin	near-form-needs-eyes	3	md;sch;stc	0		0	0	42	
210887	7-297-d	anavakxpta	anavakḷpta	nearform0.80		anavatapta		anavatapta	near-form-needs-eyes	3	cae;md;sch	0		0	0	46	
210888	7-297-d	anavakeSin	anavakeśin	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	42	
210889	7-297-d	anavakrAma	anavakrāma	stem				anavakrAmam	covered-by-MW-stem-form	1	sch	0		0	0	43	
210892	7-297-d	anavaguRWitaSiras	anavaguṇṭhitaśiras	NO-MATCH	A		A:anavagIta;B:anavagraha		confirmed-missing	1	sch	0		0	0	49	
210894	7-297-d	anavajYAna	anavajñāna	nearform0.86		AnandajYAna		AnandajYAna	near-form-needs-eyes	1	sch	0		1	0	42	
210895	7-297-d	anavataptakAyaka	anavataptakāyaka	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	250	
210896	7-297-d	anavatta	anavatta	nearform0.94		anavattva		anavattva	near-form-needs-eyes	1	sch	0		0	0	120	
210897	7-297-d	anavadanIya	anavadanīya	nearform1.00		anavadAnIya		anavadAnIya	covered-by-fold-twin-flagged	0		0		0	0	106	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210900	7-297-d	anavaDAnaka	anavadhānaka	nearform0.91		anavaDAnatA		anavaDAnatA	near-form-needs-eyes	1	sch	0		0	0	43	
210902	7-297-d	anavapatita	anavapatita	nearform0.87		antarapatita		antarapatita	near-form-needs-eyes	1	sch	0		1	1	43	
210903	7-297-d	anavapAda	anavapāda	nearform0.84		anvApadIna		anvApadIna	near-form-needs-eyes	1	sch	0		0	0	41	
210904	7-297-d	anavabudDa	anavabuddha	nearform0.90		anavarudDa		anavarudDa	near-form-needs-eyes	3	md;sch;stc	0		1	1	61	
210905	7-297-d	anavayava	anavayava	nearform0.89		anvayavat		anvayavat	near-form-needs-eyes	1	sch	0		0	0	41	
210906	7-297-d	anavaroDa	anavarodha	nearform0.95		anavaroDya		anavaroDya	near-form-needs-eyes	1	sch	0		1	0	41	
210907	7-298-a	anavaropita	anavaropita	NO-MATCH	A		A:anavarRa		confirmed-missing	1	sch	0		0	0	139	
210909	7-298-a	anavartimuKin	anavartimukhin	NO-MATCH	A		A:anavarRa;B:anavalamba		confirmed-missing	1	sch	0		0	0	45	
210911	7-298-a	anavalipta	anavalipta	nearform0.80		anavatapta		anavatapta	near-form-needs-eyes	1	sch	0		0	0	42	
210912	7-298-a	anavalokana	anavalokana	nearform0.91		anavaloBana		anavaloBana	near-form-needs-eyes	1	sch	0		0	0	43	
210913	7-298-a	anavalokayant	anavalokayant	NO-MATCH	C				confirmed-missing	3	cae;sch;stc	0		0	0	45	
210914	7-298-a	anavavidDa	anavaviddha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	42	
210915	7-298-a	anavavfzwa	anavavṛṣṭa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	42	
210916	7-298-a	anavaSezam	anavaśeṣam	nearform0.84		anavekzam		anavekzam	near-form-needs-eyes	1	sch	0		0	0	42	
210923	7-298-a	anavahiMsita	anavahiṃsita	NO-MATCH	A		A:anavasnAtA		confirmed-missing	2	md;sch	0		0	0	44	
210924	7-298-a	anavAra	anavāra	nearform1.00		anavara		anavara	covered-by-fold-twin-flagged	0		0		0	0	40	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210925	7-298-a	anavekzaka	anavekṣaka	nearform0.90		anavekzaRa		anavekzaRa	near-form-needs-eyes	8	ap;ap90;ben;md;pwg;sch;stc;vcp	0		1	0	117	
210926	7-298-a	anavekzaRIya	anavekṣaṇīya	nearform0.87		anvavekzaRa		anvavekzaRa	near-form-needs-eyes	1	sch	0		0	0	64	
210927	7-298-a	anavekzin	anavekṣin	nearform0.95		anvavekzin		anvavekzin	near-form-needs-eyes	1	sch	0		1	0	144	
210930	7-298-a	anaSanAyuka	anaśanāyuka	NO-MATCH	B		B:anaSana		confirmed-missing	1	sch	0		0	0	43	
210931	7-298-a	anaSnuvAna	anaśnuvāna	nearform0.84		anAyuvAna		anAyuvAna	near-form-needs-eyes	3	md;sch;stc	0		0	0	42	
210932	7-298-a	anaSlIla	anaślīla	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	104	
210933	7-298-a	anasti	anasti	nearform0.91		anati		anati	near-form-needs-eyes	1	sch	0		0	0	38	
210936	7-298-a	anasTicit	anasthicit	NO-MATCH	B		B:anasTi		confirmed-missing	1	sch	0		0	0	61	
210937	7-298-a	anasyUta	anasyūta	nearform0.88		anusyUta		anusyUta	near-form-needs-eyes	1	sch	0		0	0	40	
210940	7-298-a	anahaMbudDi	anahaṃbuddhi	nearform1.00		anahambudDi		anahambudDi	covered-by-fold-twin-flagged	2	sch;stc	0		0	0	43	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210941	7-298-a	anAkara	anākara	nearform1.00		anAkAra		anAkAra	covered-by-fold-twin-flagged	1	sch	0		0	0	58	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210942	7-298-a	anAkalana	anākalana	nearform0.84		avakzAlana		avakzAlana	near-form-needs-eyes	1	sch	0		0	0	41	
210943	7-298-a	anAkasmika	anākasmika	nearform0.84		anakasmAt		anakasmAt	near-form-needs-eyes	3	md;sch;stc	0		0	0	42	
210944	7-298-a	anAkANkzya	anākāṅkṣya	nearform0.84		anukANkzA		anukANkzA	near-form-needs-eyes	1	sch	0		0	0	64	
210946	7-298-a	anAkftsnagatA	anākṛtsnagatā	NO-MATCH	B		B:anAkula		confirmed-missing	2	bhs;sch	0		0	0	45	
210947	7-298-a	anAkfzwa	anākṛṣṭa	nearform0.88		anADfzwa		anADfzwa	near-form-needs-eyes	4	fri;md;sch;stc	0		0	0	43	
210949	7-298-b	anAkroSaka	anākrośaka	NO-MATCH	B		B:anAkranda		confirmed-missing	1	sch	0		0	0	42	
210950	7-298-b	anAkroSya	anākrośya	NO-MATCH	B		B:anAkzArita		confirmed-missing	1	sch	0		0	0	41	
210955	7-298-b	anAgamana	anāgamana	nearform0.84		aByAgamana		aByAgamana	near-form-needs-eyes	2	ben;md	0		0	0	41	
210957	7-298-b	anAgrayaRa	anāgrayaṇa	nearform0.86		anyASrayaRa		anyASrayaRa	near-form-needs-eyes	2	sch;stc	0		0	0	57	
210958	7-298-b	anAcarant	anācarant	nearform0.82		anAcArin		anAcArin	near-form-needs-eyes	1	cae	0		0	0	59	
210960	7-298-b	anAcArya	anācārya	nearform0.94		anAScarya		anAScarya	near-form-needs-eyes	1	sch	0		1	0	81	
210962	7-298-b	anAjIvya	anājīvya	nearform0.88		anujIvya		anujIvya	near-form-needs-eyes	1	sch	0		0	0	40	
210963	7-298-b	anAjyaBojana	anājyabhojana	NO-MATCH	B		B:anAtura		confirmed-missing	1	sch	0		0	0	69	
210967	7-298-b	anAtmaparajYa	anātmaparajña	nearform0.80		AtmaparAjita		AtmaparAjita	near-form-needs-eyes	1	sch	0		0	0	45	
210968	7-298-b	anAtmavedin	anātmavedin	NO-MATCH	B		B:anAtmya		confirmed-missing	2	ap;sch	0		0	0	43	
210970	7-298-b	anAtyaya	anātyaya	nearform1.00		anatyaya		anatyaya	covered-by-fold-twin-flagged	1	sch	0		0	0	40	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
210972	7-298-b	anATakuwI	anāthakuṭī	NO-MATCH	B		B:anATa		confirmed-missing	1	sch	0		0	0	86	
210973	7-298-b	anAdarSaka	anādarśaka	NO-MATCH	C				confirmed-missing	2	bhs;sch	0		0	0	61	
210974	7-298-b	anAdAna	anādāna	nearform0.93		annAdana		annAdana	near-form-needs-eyes	2	bhs;sch	0		1	0	39	
210976	7-298-b	anAdita	anādita	nearform0.93		anAditva		anAditva	near-form-needs-eyes	2	sch;stc	0		0	0	123	
210977	7-298-b	anAditya	anāditya	nearform0.88		anAdftya		anAdftya	near-form-needs-eyes	1	sch	0		1	1	40	
210979	7-298-b	anAdiboDAyana	anādibodhāyana	NO-MATCH	B		B:anAdiniDana		confirmed-missing	1	sch	0		0	0	45	
210980	7-298-b	anAdimaDyaniDana	anādimadhyanidhana	NO-MATCH	B		B:anAdimaDyAnta		confirmed-missing	2	inm;sch	0		0	0	75	
210982	7-298-b	anAdiSant	anādiśant	nearform0.82		anAdimat		anAdimat	near-form-needs-eyes	1	sch	0		0	0	41	
210983	7-298-b	anAdizwadevata	anādiṣṭadevata	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	46	
210984	7-298-b	anAdizwavfkza	anādiṣṭavṛkṣa	NO-MATCH	B		B:anAdInava		confirmed-missing	1	sch	0		0	0	45	
210986	7-298-b	anAdeSa	anādeśa	nearform0.93		anvAdeSa		anvAdeSa	near-form-needs-eyes	4	md;pwg;sch;vcp	0		1	0	56	
210987	7-298-b	anAdeSana	anādeśana	nearform0.84		anvAdeSaka		anvAdeSaka	near-form-needs-eyes	2	sch;stc	0		0	0	41	
210989	7-298-b	anADAra	anādhāra	nearform0.80		anDakAra		anDakAra	near-form-needs-eyes	4	ap;ap90;sch;vcp	0		1	0	56	
210992	7-298-c	anApadyamAna	anāpadyamāna	nearform0.92		anipadyamAna		anipadyamAna	near-form-needs-eyes	1	sch	0		0	0	44	
210993	7-298-c	anApfzwa	anāpṛṣṭa	nearform0.88		anADfzwa		anADfzwa	near-form-needs-eyes	2	sch;stc	0		1	0	61	
210994	7-298-c	anAptar	anāptar	nearform0.92		anApta		anApta	near-form-needs-eyes	1	sch	0		0	0	39	
210995	7-298-c	anApnuvant	anāpnuvant	NO-MATCH	A		A:anAprIta		confirmed-missing	1	sch	0		0	0	42	
210997	7-298-c	anAplavamAna	anāplavamāna	NO-MATCH	A		A:anAprIta;B:anAbADa		confirmed-missing	1	sch	0		0	0	44	
210999	7-298-c	anABava	anābhava	nearform0.93		anyaBAva		anyaBAva	near-form-needs-eyes	1	sch	0		0	0	39	
211000	7-298-c	anABAsa	anābhāsa	nearform0.93		anaByAsa		anaByAsa	near-form-needs-eyes	2	bhs;sch	0		1	0	39	
211001	7-298-c	anABu	anābhu	stem				anABU	covered-by-MW-stem-form	1	sch	0		0	0	37	
211003	7-298-c	anAmagfhIta	anāmagṛhīta	NO-MATCH	A		A:anABoga		confirmed-missing	1	sch	0		0	0	64	
211004	7-298-c	anAmarUpa	anāmarūpa	nearform0.84		AnandarUpa		AnandarUpa	near-form-needs-eyes	2	sch;stc	0		0	0	41	
211005	7-298-c	anAmarzamARa	anāmarṣamāṇa	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	44	
211006	7-298-c	anAmA	anāmā	stem				anAman	covered-by-MW-stem-form	7	ap;ap90;lrv;pwg;sch;skd;vcp	0		1	1	40	
211008	7-298-c	anAmukta	anāmukta	nearform0.82		anAgAmuka		anAgAmuka	near-form-needs-eyes	5	cae;ccs;md;sch;stc	0		0	0	40	
211009	7-298-c	anAmfzwa	anāmṛṣṭa	nearform0.88		anADfzwa		anADfzwa	near-form-needs-eyes	3	md;sch;stc	0		1	0	40	
211010	7-298-c	anAmnAtamantra	anāmnātamantra	NO-MATCH	C				confirmed-missing	0		0		0	0	46	
211011	7-298-c	anAya	anāya	nearform1.00		AnAya		AnAya	covered-by-fold-twin-flagged	3	md;sch;stc	0		0	0	37	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
211013	7-298-c	anAyatikzama	anāyatikṣama	NO-MATCH	B		B:anAyata		confirmed-missing	3	md;sch;stc	0		0	0	44	
211014	7-298-c	anAyamya	anāyamya	nearform0.93		AnAyAya		AnAyAya	near-form-needs-eyes	3	bur;sch;stc	0		1	0	40	
211015	7-298-c	anAyasita	anāyasita	nearform0.89		aniyasita		aniyasita	near-form-needs-eyes	3	md;sch;stc	0		0	0	84	
211016	7-298-c	anArabDa	anārabdha	nearform0.88		anAlabDa		anAlabDa	near-form-needs-eyes	2	bhs;sch	0		1	1	40	
211017	7-298-c	anAraByavigarhija	anārabhyavigarhija	NO-MATCH	C				confirmed-missing	0		0		0	0	125	
211018	7-298-c	anArudDa	anāruddha	nearform0.88		anirudDa		anirudDa	near-form-needs-eyes	1	sch	0		0	0	40	
211020	7-298-c	anAropya	anāropya	nearform0.88		anArogya		anArogya	near-form-needs-eyes	1	sch	0		0	0	40	
211021	7-298-c	anArohaka	anārohaka	nearform0.82		anvAroha		anvAroha	near-form-needs-eyes	1	sch	0		0	0	92	
211022	7-298-c	anArdrakaramuKa	anārdrakaramukha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	67	
211023	7-298-c	anArBava	anārbhava	nearform0.94		antarBava		antarBava	near-form-needs-eyes	1	sch	0		0	0	40	
211024	7-298-c	anAryava	anāryava	nearform0.94		anAryatva		anAryatva	near-form-needs-eyes	1	sch	0		0	0	62	
211026	7-298-c	anAlakzya	anālakṣya	nearform0.89		anulakzya		anulakzya	near-form-needs-eyes	3	md;sch;stc	0		1	1	41	
211028	7-298-c	anAlambanatA	anālambanatā	NO-MATCH	B		B:anAlamba		confirmed-missing	1	gst	0		0	0	44	
211029	7-298-c	anAlambam	anālambam	stem				anAlambI;anAlamba	covered-by-MW-stem-form	1	sch	0		0	1	41	
211030	7-298-c	anAlamBuka	anālambhuka	stem				anAlamBukA	covered-by-MW-stem-form	2	pwg;sch	0		0	0	45	
211031	7-298-c	anAlasya	anālasya	nearform0.93		analAya		analAya	near-form-needs-eyes	3	md;sch;stc	0		1	0	43	
211032	7-298-c	anAlIQa	anālīḍha	nearform0.86		avalIQA		avalIQA	near-form-needs-eyes	4	bhs;md;sch;stc	0		1	0	39	
211033	7-298-c	anAleSa	anāleśa	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	40	
211034	7-298-d	anAloka	anāloka	nearform0.86		anAroka		anAroka	near-form-needs-eyes	2	sch;stc	0		1	1	39	
211036	7-298-d	anAvaSyakatva	anāvaśyakatva	NO-MATCH	B		B:anAlocita		confirmed-missing	1	sch	0		0	0	45	
211037	7-298-d	anAvigna	anāvigna	nearform0.80		anAvila		anAvila	near-form-needs-eyes	1	sch	0		0	0	40	
211039	7-298-d	anAvizkurvant	anāviṣkurvant	NO-MATCH	A		A:anAvidDa;A:anAvfta		confirmed-missing	1	sch	0		0	0	71	
211043	7-298-d	anASramaDarmin	anāśramadharmin	NO-MATCH	B		B:anASIrka;B:anASramin		confirmed-missing	1	sch	0		0	0	46	
211045	7-298-d	anASrava	anāśrava	nearform1.00		anAsrava		anAsrava	covered-by-fold-twin-flagged	8	ap;ap90;ben;bhs;lrv;md;sch;stc	0		1	0	43	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
211046	7-298-d	anASvAsa	anāśvāsa	nearform0.93		anASvas		anASvas	near-form-needs-eyes	4	ap;bhs;sch;vcp	0		0	0	108	
211048	7-298-d	anAsanayogavihita	anāsanayogavihita	NO-MATCH	A		A:anASvAsika		confirmed-missing	1	sch	0		0	0	49	
211049	7-298-d	anAsavAKya	anāsavākhya	nearform0.80		ananvavAya		ananvavAya	near-form-needs-eyes	3	md;sch;stc	0		0	0	42	
211050	7-298-d	anAsAdayant	anāsādayant	NO-MATCH	C				confirmed-missing	4	cae;ccs;sch;stc	0		0	0	43	
211051	7-298-d	anAsAdayamAna	anāsādayamāna	NO-MATCH	B		B:anAsAdita		confirmed-missing	1	sch	0		1	0	107	
211053	7-298-d	anAsita	anāsita	nearform1.00		anASita		anASita	covered-by-fold-twin-flagged	2	sch;stc	0		0	0	39	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
211054	7-298-d	anAseDa	anāsedha	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	39	
211055	7-298-d	anAstarita	anāstarita	nearform0.90		anantarita		anantarita	near-form-needs-eyes	1	sch	0		0	0	93	
211056	7-298-d	anAstfta	anāstṛta	nearform0.80		anAdfta		anAdfta	near-form-needs-eyes	1	sch	0		1	1	40	
211058	7-298-d	anAsTita	anāsthita	nearform0.88		anAstika		anAstika	near-form-needs-eyes	2	sch;stc	0		0	0	89	
211060	7-298-d	anAhuta	anāhuta	stem				anAhuti	covered-by-MW-stem-form	5	sch;shs;stc;wil;yat	0		0	0	42	
211063	7-298-d	anikziptaDura	anikṣiptadhura	nearform1.00		anikziptaDUra		anikziptaDUra	covered-by-fold-twin-flagged	2	bhs;sch	0		1	0	60	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
211065	7-298-d	aniNgya	aniṅgya	nearform0.92		aniNga		aniNga	near-form-needs-eyes	6	acc;ap;bur;mw72;pwg;sch	0		0	0	42	
211066	7-298-d	aniNgyaSikzA	aniṅgyaśikṣā	NO-MATCH	A		A:anicaya		confirmed-missing	1	acc	0		0	0	44	
211068	7-298-d	anicita	anicita	nearform0.93		aniScita		aniScita	near-form-needs-eyes	2	sch;stc	0		0	0	39	
211071	7-298-d	aniqa	aniḍa	nearform0.80		anina		anina	near-form-needs-eyes	1	sch	0		0	0	55	
211074	7-299-a	aniDana	anidhana	nearform1.00		AniDana		AniDana	covered-by-fold-twin-flagged	1	sch	0		0	0	39	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
211076	7-299-a	anipAtya	anipātya	nearform0.93		anipAta		anipAta	near-form-needs-eyes	1	sch	0		0	0	40	
211084	7-299-a	animizekzaRa	animiṣekṣaṇa	NO-MATCH	A		A:animizita		confirmed-missing	2	cae;sch	0		0	0	44	
211085	7-299-a	animIlitalocana	animīlitalocana	NO-MATCH	B		B:animeza		confirmed-missing	2	sch;stc	0		0	0	143	
211087	7-299-a	aniyatapadArTavAdin	aniyatapadārthavādin	NO-MATCH	A		B:animeza;A:aniyantraRam		confirmed-missing	1	sch	0		0	0	189	
211089	7-299-a	aniyantrita	aniyantrita	nearform0.91		animantrita		animantrita	near-form-needs-eyes	2	sch;vcp	0		1	1	43	
211093	7-299-a	anirIkzaka	anirīkṣaka	NO-MATCH	A		A:anirAkftin;B:anirukta		confirmed-missing	2	md;sch	0		0	0	42	
211096	7-299-a	anirudDaka	aniruddhaka	nearform0.80		anirdAhuka		anirdAhuka	near-form-needs-eyes	1	sch	0		1	0	82	
211097	7-299-a	anirudDasaMhitA	aniruddhasaṃhitā	NO-MATCH	B		B:anirUpita		confirmed-missing	2	acc;sch	0		0	0	47	
211099	7-299-a	anirdAha	anirdāha	nearform0.88		agnidAha		agnidAha	near-form-needs-eyes	1	sch	0		0	0	61	
211101	7-299-a	anirBinna	anirbhinna	nearform0.84		antarBinna		antarBinna	near-form-needs-eyes	4	ccs;md;sch;stc	0		0	0	44	
211102	7-299-a	anirBuja	anirbhuja	NO-MATCH	B		B:anirloqita		confirmed-missing	1	sch	0		0	0	103	
211104	7-299-a	anirvacana	anirvacana	nearform0.86		antarvacana		antarvacana	near-form-needs-eyes	1	sch	0		1	1	42	
211105	7-299-a	anirvacanIyavAda	anirvacanīyavāda	NO-MATCH	C				confirmed-missing	2	acc;sch	0		0	0	48	
211106	7-299-a	anirvarRya	anirvarṇya	nearform0.84		agnivarRa		agnivarRa	near-form-needs-eyes	1	sch	0		0	0	132	
211108	7-299-a	anirviDitsa	anirvidhitsa	NO-MATCH	B		B:anirviRRa		confirmed-missing	2	sch;stc	0		0	0	43	
211109	7-299-a	anirvizwa	anirviṣṭa	nearform0.89		anirdizwa		anirdizwa	near-form-needs-eyes	1	sch	0		1	0	41	
211111	7-299-a	anirvedakara	anirvedakara	NO-MATCH	A		B:anirvfta;A:anirvedita		confirmed-missing	1	sch	0		0	0	44	
211113	7-299-b	anirhARarca	anirhāṇarca	NO-MATCH	A		A:anirvedita		confirmed-missing	2	md;sch	0		0	0	43	
211114	7-299-b	anirhuta	anirhuta	nearform0.88		agnihuta		agnihuta	near-form-needs-eyes	2	sch;stc	0		0	0	40	
211115	7-299-b	anilagulmin	anilagulmin	NO-MATCH	A		A:anivartin		confirmed-missing	1	sch	0		0	0	80	
211117	7-299-b	anividDa	anividdha	nearform0.88		aBividDa		aBividDa	near-form-needs-eyes	2	sch;stc	0		0	0	40	
211118	7-299-b	anivizwa	aniviṣṭa	nearform0.93		anvizwa		anvizwa	near-form-needs-eyes	3	ap;sch;stc	0		1	1	40	
211120	7-299-b	anivfttayoDin	anivṛttayodhin	NO-MATCH	B		B:anivftta		confirmed-missing	1	sch	0		0	0	45	
211121	7-299-b	aniveSaka	aniveśaka	nearform0.89		aniveSana		aniveSana	near-form-needs-eyes	0		0		0	0	41	
211125	7-299-b	aniScAyaka	aniścāyaka	NO-MATCH	A		A:aniScara;B:aniScita		confirmed-missing	1	sch	0		0	0	42	
211132	7-299-b	anizkaDfk	aniṣkadhṛk	NO-MATCH	B		B:anizuDanva;B:anizkAsita		confirmed-missing	2	sch;stc	0		0	0	41	
211136	7-299-b	anizwasoma	aniṣṭasoma	nearform0.84		agnizwoma		agnizwoma	near-form-needs-eyes	1	sch	0		0	0	42	
211137	7-299-b	anizwusava	aniṣṭusava	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	119	
211138	7-299-b	anizwubDa	aniṣṭubdha	nearform0.95		aniHzwubDa		aniHzwubDa	near-form-needs-eyes	0		0		0	0	44	
211139	7-299-b	anizWitASa	aniṣṭhitāśa	NO-MATCH	A		A:anisfzwa		confirmed-missing	1	stc	0		0	0	122	
211141	7-299-b	anistizWant	anistiṣṭhant	nearform0.95		anistizWat		anistizWat	near-form-needs-eyes	2	sch;stc	0		0	0	43	
211142	7-299-b	aniHsarant	aniḥsarant	NO-MATCH	B		B:anIka		confirmed-missing	2	sch;stc	0		0	0	42	
211144	7-299-b	anIkatva	anīkatva	nearform0.88		anISatva		anISatva	near-form-needs-eyes	1	sch	0		0	0	40	
211148	7-299-b	anIkzA	anīkṣā	nearform0.92		anvIkzA		anvIkzA	near-form-needs-eyes	1	sch	0		1	1	38	
211149	7-299-b	anItiSAstrajYa	anītiśāstrajña	NO-MATCH	C				confirmed-missing	2	md;sch	0		0	0	46	
211150	7-299-b	anIdfgAtman	anīdṛgātman	NO-MATCH	C				confirmed-missing	3	md;sch;stc	0		0	0	43	
211151	7-299-b	anIdfgASaya	anīdṛgāśaya	NO-MATCH	C				confirmed-missing	2	sch;stc	0		0	0	43	
211152	7-299-b	anIdfS	anīdṛś	stem				anIdfSa	covered-by-MW-stem-form	1	sch	0		0	0	38	
211154	7-299-b	anIpsanIya	anīpsanīya	NO-MATCH	B		B:anIdfSa;B:anIraSana		confirmed-missing	2	sch;stc	0		0	0	118	
211164	7-299-c	anukArAnukArin	anukārānukārin	NO-MATCH	A		A:anukAra		confirmed-missing	1	sch	0		0	0	67	
211165	7-299-c	anukUlokta	anukūlokta	nearform0.84		anukUlatA		anukUlatA	near-form-needs-eyes	2	md;sch	0		0	0	42	
211169	7-299-c	anuKaqgam	anukhaḍgam	NO-MATCH	B		B:anukzapam;B:anugantavya		confirmed-missing	1	sch	0		0	0	41	
211171	7-299-c	anugamanaviDAna	anugamanavidhāna	NO-MATCH	A		B:anugantavya;A:anugApana		confirmed-missing	2	acc;sch	0		0	0	66	
211176	7-299-c	anuguRita	anuguṇita	nearform0.89		anugaRita		anugaRita	near-form-needs-eyes	1	sch	0		0	0	44	
211180	7-299-c	anugrahItar	anugrahītar	nearform0.95		anugrahita		anugrahita	near-form-needs-eyes	1	sch	0		0	0	43	
211181	7-299-c	anugrahItavya	anugrahītavya	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	118	
211182	7-299-c	anucarita	anucarita	nearform0.82		antarita		antarita	near-form-needs-eyes	3	ap;ap90;sch	0		0	0	41	
211184	7-299-c	anuccita	anuccita	nearform0.93		anucita		anucita	near-form-needs-eyes	2	sch;stc	0		0	0	40	
211185	7-299-c	anucCAstravartin	anucchāstravartin	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	66	
211186	7-299-c	anucCindant	anucchindant	nearform0.95		anucCindat		anucCindat	near-form-needs-eyes	1	sch	0		0	0	43	
211187	7-299-c	anucCvasamAna	anucchvasamāna	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	79	
211188	7-299-c	anujIvisAt	anujīvisāt	NO-MATCH	A		A:anujYApana		confirmed-missing	2	gst;sch	0		0	0	42	
211196	7-299-d	anutIrTam	anutīrtham	nearform0.82		anuraTam		anuraTam	near-form-needs-eyes	1	sch	0		0	0	41	
211197	7-299-d	anutodana	anutodana	nearform0.89		anumodana		anumodana	near-form-needs-eyes	1	sch	0		0	0	76	
211198	7-299-d	anutkrAmuka	anutkrāmuka	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	128	
211199	7-299-d	anutKAta	anutkhāta	nearform0.88		anutaptA		anutaptA	near-form-needs-eyes	4	cae;ccs;sch;stc	0		0	0	40	
211203	7-299-d	anuttaravedika	anuttaravedika	NO-MATCH	A		A:anuttaraMga;B:anutTita		confirmed-missing	1	sch	0		0	0	46	
211206	7-299-d	anutsarpaRa	anutsarpaṇa	nearform0.95		anusarpaRa		anusarpaRa	near-form-needs-eyes	1	sch	0		0	0	133	
211207	7-299-d	anutsArita	anutsārita	nearform0.84		anuSAsita		anuSAsita	near-form-needs-eyes	1	sch	0		1	1	42	
211209	7-299-d	anutsAhin	anutsāhin	nearform0.82		anutsAha		anutsAha	near-form-needs-eyes	1	sch	0		0	0	41	
211211	7-299-d	anutsUtrapadanyAsa	anutsūtrapadanyāsa	NO-MATCH	A		B:anutsuka;A:anutsfzwa		confirmed-missing	2	sch;stc	0		0	0	50	
211213	7-299-d	anudakyA	anudakyā	nearform0.93		anudaka		anudaka	near-form-needs-eyes	1	sch	0		0	0	40	
211215	7-299-d	anudayaBAj	anudayabhāj	NO-MATCH	B		B:anudaya		confirmed-missing	1	sch	0		0	0	42	
211216	7-299-d	anudaSama	anudaśama	nearform0.84		anudarSana		anudarSana	near-form-needs-eyes	1	sch	0		0	0	41	
211218	7-299-d	anudAyin	anudāyin	nearform0.94		anuDyAyin		anuDyAyin	near-form-needs-eyes	1	sch	0		0	0	147	
211220	7-299-d	anudeSaka	anudeśaka	nearform0.89		AnudeSika		AnudeSika	near-form-needs-eyes	1	sch	0		1	0	41	
211221	7-299-d	anudEvatam	anudaivatam	NO-MATCH	B		B:anudData		confirmed-missing	2	sch;stc	0		0	0	42	
211223	7-299-d	anudBava	anudbhava	nearform0.93		anuBava		anuBava	near-form-needs-eyes	1	sch	0		1	0	40	
211224	7-299-d	anudBAvita	anudbhāvita	nearform0.95		anuDAvita		anuDAvita	near-form-needs-eyes	1	sch	0		0	0	42	
211225	7-299-d	anudBAsin	anudbhāsin	nearform1.00		anUdBAsin		anUdBAsin	covered-by-fold-twin-flagged	1	sch	0		0	0	59	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
211227	7-299-d	anudrikta	anudrikta	nearform0.82		anidrita		anidrita	near-form-needs-eyes	1	sch	0		1	0	41	
211234	7-299-d	anunmukta	anunmukta	nearform0.82		anuyukta		anuyukta	near-form-needs-eyes	1	sch	0		0	0	160	
